Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Modeled Rate (Regression Line),Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2007,3.6364,3.3728,3.9149,3.6898,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2008,3.7148,3.4486,3.9959,3.7386,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2009,3.6476,3.383,3.9273,3.7881,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2010,3.8328,3.5598,4.1209,3.8383,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2011,3.9146,3.6378,4.2066,3.8891,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2012,3.945,3.6666,4.2386,3.9406,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2013,3.9914,3.7125,4.2854,3.9928,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2014,4.1923,3.9075,4.492,4.0456,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2015,4.1536,3.8708,4.4513,4.0992,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2016,4.2682,3.9806,4.5708,4.1535,,,,,
Male,All Races (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2017,4.0261,3.7466,4.3205,4.2084,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,15.0792,14.4649,15.7128,14.9107,2000-2017,0.2899,0.0042,0.5763,Trend is Rising
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,15.6189,15.0028,16.2537,14.954,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,14.4441,13.8621,15.0441,14.9973,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,15.0584,14.4736,15.6607,15.0408,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,14.7652,14.1949,15.3526,15.0844,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,14.8289,14.2644,15.4101,15.1281,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,14.4638,13.9122,15.0318,15.1719,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,15.3457,14.7852,15.9223,15.2159,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,15.2131,14.6611,15.7808,15.26,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,15.291,14.742,15.8554,15.3043,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,15.5969,15.0495,16.1593,15.3486,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,15.8791,15.3303,16.4427,15.3931,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,15.6149,15.0701,16.1747,15.4377,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,16.1848,15.6319,16.7525,15.4825,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,15.6697,15.127,16.2273,15.5273,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,15.2905,14.7532,15.8428,15.5724,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,15.7977,15.2503,16.36,15.6175,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,14.813,14.2836,15.3573,15.6628,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2000,15.0792,14.4649,15.7128,14.5746,2000-2017,0.8196,0.5357,1.1043,Trend is Rising
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2001,15.6189,15.0028,16.2537,14.694,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2002,14.4441,13.8621,15.0441,14.8145,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2003,15.0584,14.4736,15.6607,14.9359,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2004,14.7652,14.1949,15.3526,15.0583,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2005,14.8289,14.2644,15.4101,15.1817,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2006,14.4638,13.9122,15.0318,15.3062,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2007,15.3457,14.7852,15.9223,15.4316,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2008,15.2131,14.6611,15.7808,15.5581,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2009,15.4129,14.8597,15.9816,15.6856,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2010,15.8526,15.2966,16.4238,15.8142,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2011,16.2667,15.7052,16.8432,15.9438,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2012,16.1242,15.5625,16.7011,16.0745,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2013,16.8614,16.2867,17.4514,16.2062,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2014,16.4538,15.8855,17.0373,16.339,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2015,16.2427,15.674,16.8268,16.4729,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2016,17.0412,16.4536,17.6444,16.608,,,,,
Male,All Races (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2017,16.3687,15.7872,16.9661,16.7441,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,60.9551,58.1396,63.8716,61.6186,2000-2008,-0.4438,-1.122,0.2391,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,62.452,59.6037,65.4011,61.3451,2008-2011,3.582,-2.2946,9.8122,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,59.7225,56.9397,62.606,61.0729,2011-2015,-0.206,-2.7919,2.4487,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,61.1348,58.3244,64.0453,60.8019,2015-2017,-8.3758,-13.0092,-3.4956,Trend is Falling
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,61.9928,59.1703,64.915,60.5321,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,59.9826,57.2128,62.8516,60.2635,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,58.973,56.2452,61.7986,59.996,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,60.4502,57.7192,63.2768,59.7298,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,59.8546,57.1851,62.6162,59.4648,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,60.2207,57.5844,62.9462,61.5948,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,64.3357,61.6524,67.1053,63.8011,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,66.7103,64.0166,69.4877,66.0865,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,66.5131,63.9047,69.2002,65.9504,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,64.3094,61.806,66.8878,65.8146,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,65.1035,62.646,67.6322,65.679,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,65.1919,62.78,67.6723,65.5438,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,62.551,60.2312,64.9368,60.0539,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,53.7998,51.704,55.9585,55.0239,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2000,60.9551,58.1396,63.8716,61.6151,2000-2008,-0.4414,-1.1189,0.2408,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2001,62.452,59.6037,65.4011,61.3432,2008-2011,4.4303,-1.4881,10.7044,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2002,59.7225,56.9397,62.606,61.0724,2011-2015,0.761,-1.8473,3.4385,Stable
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2003,61.1348,58.3244,64.0453,60.8029,2015-2017,-5.8264,-10.5852,-0.8142,Trend is Falling
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2004,61.9928,59.1703,64.915,60.5345,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2005,59.9826,57.2128,62.8516,60.2673,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2006,58.973,56.2452,61.7986,60.0013,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2007,60.4502,57.7192,63.2768,59.7365,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2008,59.8546,57.1851,62.6162,59.4728,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2009,60.7317,58.073,63.48,62.1076,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2010,65.4432,62.7137,68.2601,64.8592,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2011,68.4376,65.6742,71.2862,67.7327,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2012,68.8189,66.12,71.5983,68.2481,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2013,67.1199,64.5069,69.81,68.7674,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2014,68.5248,65.938,71.1854,69.2907,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2015,69.6887,67.11,72.3391,69.818,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2016,68.3029,65.7692,70.9065,65.7501,,,,,
Male,All Races (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2017,60.6299,58.2669,63.0609,61.9193,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,108.2925,103.8913,112.8328,106.8164,2000-2014,0.6206,0.3291,0.913,Trend is Rising
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,108.918,104.554,113.4178,107.4793,2014-2017,-4.2257,-6.9431,-1.429,Trend is Falling
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,107.5422,103.2584,111.9586,108.1463,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,110.0467,105.7668,114.4559,108.8175,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,108.9402,104.7066,113.3011,109.4929,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,106.6594,102.5241,110.9189,110.1724,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,111.1881,107.0082,115.4895,110.8562,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,108.3003,104.2093,112.5108,111.5441,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,110.2502,106.1569,114.4609,112.2364,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,113.0695,108.9536,117.3011,112.933,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,119.1818,114.9917,123.4854,113.6339,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,114.5186,110.453,118.6955,114.3391,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,115.5678,111.5217,119.723,115.0487,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,115.7402,111.7334,119.8537,115.7627,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,116.2276,112.2571,120.3026,116.4812,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,109.9824,106.1595,113.9076,111.559,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,107.3857,103.6555,111.2157,106.8448,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,102.4727,98.882,106.1604,102.3298,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2000,108.2925,103.8913,112.8328,108.7611,2000-2007,-0.0662,-0.8487,0.7225,Stable
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2001,108.918,104.554,113.4178,108.6891,2007-2010,3.5216,-2.0324,9.3905,Stable
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2002,107.5422,103.2584,111.9586,108.6171,2010-2017,-0.324,-1.0229,0.3797,Stable
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2003,110.0467,105.7668,114.4559,108.5452,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2004,108.9402,104.7066,113.3011,108.4734,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2005,106.6594,102.5241,110.9189,108.4016,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2006,111.1881,107.0082,115.4895,108.3298,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2007,108.3003,104.2093,112.5108,108.2581,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2008,110.2502,106.1569,114.4609,112.0705,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2009,114.0226,109.872,118.2895,116.0173,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2010,121.1994,116.9383,125.5753,120.1029,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2011,117.4275,113.2585,121.7096,119.7138,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2012,119.5904,115.4033,123.8891,119.3258,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2013,120.7988,116.6167,125.0908,118.9392,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2014,122.3071,118.1283,126.5938,118.5537,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2015,117.6049,113.5163,121.8004,118.1696,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2016,117.2179,113.1452,121.3962,117.7866,,,,,
Male,All Races (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2017,115.562,111.5111,119.718,117.405,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,4.3927,4.0706,4.7336,4.7492,2000-2017,0.6225,0.1914,1.0555,Trend is Rising
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,4.6426,4.311,4.993,4.7788,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,4.8407,4.5023,5.1977,4.8086,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,4.5816,4.2525,4.9294,4.8385,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,5.3619,5.0056,5.7368,4.8686,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,5.126,4.7775,5.4932,4.8989,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,4.9175,4.576,5.2778,4.9294,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,5.0494,4.7033,5.4142,4.9601,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,4.9082,4.5679,5.2671,4.991,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,5.1814,4.8313,5.5502,5.022,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,5.334,4.9789,5.7078,5.0533,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,5.0519,4.7054,5.4172,5.0848,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,4.8694,4.5287,5.2288,5.1164,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,5.067,4.7184,5.4345,5.1483,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,5.281,4.9243,5.6566,5.1803,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,4.9703,4.624,5.3356,5.2126,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,5.2304,4.8746,5.6053,5.245,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,5.2723,4.9145,5.6493,5.2777,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2000,4.3927,4.0706,4.7336,4.7028,2000-2017,0.8579,0.4412,1.2764,Trend is Rising
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2001,4.6426,4.311,4.993,4.7431,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2002,4.8407,4.5023,5.1977,4.7838,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2003,4.5816,4.2525,4.9294,4.8249,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2004,5.3619,5.0056,5.7368,4.8663,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2005,5.126,4.7775,5.4932,4.908,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2006,4.9175,4.576,5.2778,4.9501,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2007,5.0494,4.7033,5.4142,4.9926,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2008,4.9082,4.5679,5.2671,5.0354,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2009,5.2003,4.8489,5.5704,5.0786,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2010,5.373,5.0153,5.7494,5.1222,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2011,5.1071,4.7568,5.4764,5.1661,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2012,4.939,4.5936,5.3035,5.2105,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2013,5.1582,4.8034,5.5323,5.2552,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2014,5.3964,5.0319,5.7801,5.3003,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2015,5.1069,4.7511,5.4822,5.3457,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2016,5.4153,5.0469,5.8033,5.3916,,,,,
Male,All Races (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2017,5.5172,5.1427,5.9114,5.4378,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2000,6.9405,4.0728,11.2347,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2001,12.3788,7.3303,19.2871,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2002,7.0676,4.4026,10.9959,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2004,12.2152,7.4484,18.6398,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2005,10.2669,6.2391,15.7724,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2006,9.8283,5.8272,15.3242,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2008,12.2511,7.671,18.2915,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2009,10.2005,6.2617,15.4743,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2010,8.0628,5.0915,12.1001,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2011,8.2264,5.022,12.5791,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2012,10.8086,7.0705,15.6754,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2013,8.4553,5.3825,12.5549,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2014,12.2658,8.624,16.8645,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Observed Rates,2015,11.1344,7.8329,15.3256,-,,,,,
